Date,Currency Code,Rate
2017-06-16,CHF,1.358800
2017-06-16,TWD,0.043650
2017-06-16,THB,0.038970
2017-06-16,TRY,0.377400
2017-06-16,GBP,1.691400
2017-06-16,USD,1.323200
2017-06-16,VND,0.000058
2017-06-19,AUD,1.004700
2017-06-19,BRL,0.401200
2017-06-19,CNY,0.193900
2017-06-19,EUR,1.475800
2017-06-19,HKD,0.169487
2017-06-19,INR,0.020500
2017-06-19,IDR,0.000099
2017-06-19,JPY,0.011870
2017-06-19,MYR,0.309100
2017-06-19,MXN,0.073590
2017-06-19,NZD,0.957100
2017-06-19,NOK,0.156000
2017-06-19,PEN,0.404400
2017-06-19,RUB,0.022640
2017-06-19,SAR,0.352500
2017-06-19,SGD,0.953900
2017-06-19,ZAR,0.101820
2017-06-19,KRW,0.001164
2017-06-19,SEK,0.151400
2017-06-19,CHF,1.356900
2017-06-19,TWD,0.043520
2017-06-19,THB,0.038930
2017-06-19,TRY,0.375600
2017-06-19,GBP,1.685300
2017-06-19,USD,1.322000
2017-06-19,VND,0.000058
2017-06-20,AUD,1.006300
2017-06-20,BRL,0.399800
2017-06-20,CNY,0.194300
2017-06-20,EUR,1.477100
2017-06-20,HKD,0.170077
2017-06-20,INR,0.020560
2017-06-20,IDR,0.000100
2017-06-20,JPY,0.011900
2017-06-20,MYR,0.309700
2017-06-20,MXN,0.073210
2017-06-20,NZD,0.960500
2017-06-20,NOK,0.155300
2017-06-20,PEN,0.405300
2017-06-20,RUB,0.022300
2017-06-20,SAR,0.353800
2017-06-20,SGD,0.954800
2017-06-20,ZAR,0.101450
2017-06-20,KRW,0.001162
2017-06-20,SEK,0.151100
2017-06-20,CHF,1.360400
2017-06-20,TWD,0.043580
2017-06-20,THB,0.039000
2017-06-20,TRY,0.374700
2017-06-20,GBP,1.675600
2017-06-20,USD,1.326700
2017-06-20,VND,0.000058
2017-06-21,AUD,1.005500
2017-06-21,BRL,0.400000
2017-06-21,CNY,0.194900
2017-06-21,EUR,1.483900
2017-06-21,HKD,0.170627
2017-06-21,INR,0.020630
2017-06-21,IDR,0.000100
2017-06-21,JPY,0.011940
2017-06-21,MYR,0.310400
2017-06-21,MXN,0.073180
2017-06-21,NZD,0.961800
2017-06-21,NOK,0.155800
2017-06-21,PEN,0.406900
2017-06-21,RUB,0.022210
2017-06-21,SAR,0.354900
2017-06-21,SGD,0.957400
2017-06-21,ZAR,0.101890
2017-06-21,KRW,0.001164
2017-06-21,SEK,0.151900
2017-06-21,CHF,1.366500
2017-06-21,TWD,0.043730
2017-06-21,THB,0.039150
2017-06-21,TRY,0.377000
2017-06-21,GBP,1.686400
2017-06-21,USD,1.331000
2017-06-21,VND,0.000059
2017-06-22,AUD,0.998700
2017-06-22,BRL,0.397300
2017-06-22,CNY,0.193700
2017-06-22,EUR,1.476900
2017-06-22,HKD,0.169758
2017-06-22,INR,0.020490
2017-06-22,IDR,0.000099
2017-06-22,JPY,0.011900
2017-06-22,MYR,0.308900
2017-06-22,MXN,0.073070
2017-06-22,NZD,0.962000
2017-06-22,NOK,0.155900
2017-06-22,PEN,0.405300
2017-06-22,RUB,0.022110
2017-06-22,SAR,0.353000
2017-06-22,SGD,0.952200
2017-06-22,ZAR,0.101960
2017-06-22,KRW,0.001161
2017-06-22,SEK,0.151300
2017-06-22,CHF,1.361500
2017-06-22,TWD,0.043520
2017-06-22,THB,0.038960
2017-06-22,TRY,0.377000
2017-06-22,GBP,1.677200
2017-06-22,USD,1.324100
2017-06-22,VND,0.000058
2017-06-23,AUD,1.004800
2017-06-23,BRL,0.397800
2017-06-23,CNY,0.194100
2017-06-23,EUR,1.485300
2017-06-23,HKD,0.170111
2017-06-23,INR,0.020570
2017-06-23,IDR,0.000100
2017-06-23,JPY,0.011930
2017-06-23,MYR,0.309400
2017-06-23,MXN,0.073730
2017-06-23,NZD,0.967000
2017-06-23,NOK,0.157000
2017-06-23,PEN,0.407400
2017-06-23,RUB,0.022300
2017-06-23,SAR,0.353800
2017-06-23,SGD,0.956800
2017-06-23,ZAR,0.102620
2017-06-23,KRW,0.001169
2017-06-23,SEK,0.152100
2017-06-23,CHF,1.368700
2017-06-23,TWD,0.043780
2017-06-23,THB,0.039090
2017-06-23,TRY,0.378400
2017-06-23,GBP,1.688400
2017-06-23,USD,1.326800
2017-06-23,VND,0.000058
2017-06-26,AUD,1.004500
2017-06-26,BRL,0.399800
2017-06-26,CNY,0.193500
2017-06-26,EUR,1.481900
2017-06-26,HKD,0.169730
2017-06-26,INR,0.020540
2017-06-26,IDR,0.000099
2017-06-26,JPY,0.011860
2017-06-26,MYR,0.308700
2017-06-26,MXN,0.074060
2017-06-26,NZD,0.966100
2017-06-26,NOK,0.156300
2017-06-26,PEN,0.406900
2017-06-26,RUB,0.022450
2017-06-26,SAR,0.352800
2017-06-26,SGD,0.953800
2017-06-26,ZAR,0.102980
2017-06-26,KRW,0.001168
2017-06-26,SEK,0.151900
2017-06-26,CHF,1.362900
2017-06-26,TWD,0.043670
2017-06-26,THB,0.038960
2017-06-26,TRY,0.378700
2017-06-26,GBP,1.684800
2017-06-26,USD,1.323800
2017-06-26,VND,0.000058
2017-06-27,AUD,1.001000
2017-06-27,BRL,0.397100
2017-06-27,CNY,0.193600
2017-06-27,EUR,1.491300
2017-06-27,HKD,0.169062
2017-06-27,INR,0.020450
2017-06-27,IDR,0.000099
2017-06-27,JPY,0.011760
2017-06-27,MYR,0.307500
2017-06-27,MXN,0.073380
2017-06-27,NZD,0.960300
2017-06-27,NOK,0.156500
2017-06-27,PEN,0.405100
2017-06-27,RUB,0.022310
2017-06-27,SAR,0.351600
2017-06-27,SGD,0.950900
2017-06-27,ZAR,0.101600
2017-06-27,KRW,0.001158
2017-06-27,SEK,0.152800
2017-06-27,CHF,1.369600
2017-06-27,TWD,0.043430
2017-06-27,THB,0.038840
2017-06-27,TRY,0.375100
2017-06-27,GBP,1.685900
2017-06-27,USD,1.318800
2017-06-27,VND,0.000058
2017-06-28,AUD,0.995800
2017-06-28,BRL,0.395800
2017-06-28,CNY,0.192100
2017-06-28,EUR,1.484400
2017-06-28,HKD,0.167350
2017-06-28,INR,0.020240
2017-06-28,IDR,0.000098
2017-06-28,JPY,0.011640
2017-06-28,MYR,0.303900
2017-06-28,MXN,0.072990
2017-06-28,NZD,0.953000
2017-06-28,NOK,0.154600
2017-06-28,PEN,0.401600
2017-06-28,RUB,0.021990
2017-06-28,SAR,0.348200
2017-06-28,SGD,0.944600
2017-06-28,ZAR,0.100730
2017-06-28,KRW,0.001144
2017-06-28,SEK,0.152400
2017-06-28,CHF,1.360200
2017-06-28,TWD,0.042940
2017-06-28,THB,0.038440
2017-06-28,TRY,0.371400
2017-06-28,GBP,1.686700
2017-06-28,USD,1.306000
2017-06-28,VND,0.000057
2017-06-29,AUD,0.998500
2017-06-29,BRL,0.394500
2017-06-29,CNY,0.191800
2017-06-29,EUR,1.486800
2017-06-29,HKD,0.166742
2017-06-29,INR,0.020130
2017-06-29,IDR,0.000098
2017-06-29,JPY,0.011590
2017-06-29,MYR,0.303100
2017-06-29,MXN,0.072170
2017-06-29,NZD,0.948800
2017-06-29,NOK,0.155000
2017-06-29,PEN,0.401300
2017-06-29,RUB,0.021960
2017-06-29,SAR,0.347000
2017-06-29,SGD,0.943000
2017-06-29,ZAR,0.099950
2017-06-29,KRW,0.001136
2017-06-29,SEK,0.153300
2017-06-29,CHF,1.359800
2017-06-29,TWD,0.042720
2017-06-29,THB,0.038290
2017-06-29,TRY,0.369100
2017-06-29,GBP,1.690300
2017-06-29,USD,1.301500
2017-06-29,VND,0.000057
2017-06-30,AUD,0.996800
2017-06-30,BRL,0.392400
2017-06-30,CNY,0.191400
2017-06-30,EUR,1.481300
2017-06-30,HKD,0.166238
2017-06-30,INR,0.020080
2017-06-30,IDR,0.000097
2017-06-30,JPY,0.011560
2017-06-30,MYR,0.302300
2017-06-30,MXN,0.071800
2017-06-30,NZD,0.950600
2017-06-30,NOK,0.155000
2017-06-30,PEN,0.399700
2017-06-30,RUB,0.021960
2017-06-30,SAR,0.346000
2017-06-30,SGD,0.942600
2017-06-30,ZAR,0.099170
2017-06-30,KRW,0.001134
2017-06-30,SEK,0.153800
2017-06-30,CHF,1.354100
2017-06-30,TWD,0.042710
2017-06-30,THB,0.038240
2017-06-30,TRY,0.368900
2017-06-30,GBP,1.686200
2017-06-30,USD,1.297700
2017-06-30,VND,0.000057
2017-07-04,AUD,0.984300
2017-07-04,BRL,0.391500
2017-07-04,CNY,0.190300
2017-07-04,EUR,1.468500
2017-07-04,HKD,0.165742
2017-07-04,INR,0.019980
2017-07-04,IDR,0.000097
2017-07-04,JPY,0.011430
2017-07-04,MYR,0.301100
2017-07-04,MXN,0.071100
2017-07-04,NZD,0.943500
2017-07-04,NOK,0.154900
2017-07-04,PEN,0.397400
2017-07-04,RUB,0.021820
2017-07-04,SAR,0.345100
2017-07-04,SGD,0.936000
2017-07-04,ZAR,0.097920
2017-07-04,KRW,0.001124
2017-07-04,SEK,0.151800
2017-07-04,CHF,1.340600
2017-07-04,TWD,0.042430
2017-07-04,THB,0.038050
2017-07-04,TRY,0.363500
2017-07-04,GBP,1.672500
2017-07-04,USD,1.294100
2017-07-04,VND,0.000057
2017-07-05,AUD,0.985200
2017-07-05,BRL,0.392100
2017-07-05,CNY,0.190900
2017-07-05,EUR,1.471400
2017-07-05,HKD,0.166279
2017-07-05,INR,0.020030
2017-07-05,IDR,0.000097
2017-07-05,JPY,0.011460
2017-07-05,MYR,0.302100
2017-07-05,MXN,0.070870
2017-07-05,NZD,0.944100
2017-07-05,NOK,0.154500
2017-07-05,PEN,0.398400
2017-07-05,RUB,0.021600
2017-07-05,SAR,0.346200
2017-07-05,SGD,0.939100
2017-07-05,ZAR,0.096790
2017-07-05,KRW,0.001124
2017-07-05,SEK,0.152700
2017-07-05,CHF,1.344100
2017-07-05,TWD,0.042510
2017-07-05,THB,0.038140
2017-07-05,TRY,0.360100
2017-07-05,GBP,1.677400
2017-07-05,USD,1.298200
2017-07-05,VND,0.000057
2017-07-06,AUD,0.982100
2017-07-06,BRL,0.391600
2017-07-06,CNY,0.190300
2017-07-06,EUR,1.476700
2017-07-06,HKD,0.165728
2017-07-06,INR,0.020000
2017-07-06,IDR,0.000097
2017-07-06,JPY,0.011430
2017-07-06,MYR,0.301200
2017-07-06,MXN,0.070700
2017-07-06,NZD,0.940600
2017-07-06,NOK,0.154900
2017-07-06,PEN,0.397600
2017-07-06,RUB,0.021580
2017-07-06,SAR,0.345200
2017-07-06,SGD,0.936300
2017-07-06,ZAR,0.096340
2017-07-06,KRW,0.001119
2017-07-06,SEK,0.153200
2017-07-06,CHF,1.344700
2017-07-06,TWD,0.042310
2017-07-06,THB,0.037990
2017-07-06,TRY,0.357300
2017-07-06,GBP,1.677300
2017-07-06,USD,1.294600
2017-07-06,VND,0.000057
2017-07-07,AUD,0.979700
2017-07-07,BRL,0.392400
2017-07-07,CNY,0.189400
2017-07-07,EUR,1.469200
2017-07-07,HKD,0.164973
2017-07-07,INR,0.019950
2017-07-07,IDR,0.000096
2017-07-07,JPY,0.011310
2017-07-07,MYR,0.299800
2017-07-07,MXN,0.071110
2017-07-07,NZD,0.937700
2017-07-07,NOK,0.154000
2017-07-07,PEN,0.396400
2017-07-07,RUB,0.021320
2017-07-07,SAR,0.343600
2017-07-07,SGD,0.932500
2017-07-07,ZAR,0.096170
2017-07-07,KRW,0.001116
2017-07-07,SEK,0.152800
2017-07-07,CHF,1.336800
2017-07-07,TWD,0.042170
2017-07-07,THB,0.037790
2017-07-07,TRY,0.355800
2017-07-07,GBP,1.660300
2017-07-07,USD,1.288700
2017-07-07,VND,0.000057
2017-07-10,AUD,0.979500
2017-07-10,BRL,0.395000
2017-07-10,CNY,0.189400
2017-07-10,EUR,1.468800
2017-07-10,HKD,0.164959
2017-07-10,INR,0.019990
2017-07-10,IDR,0.000096
2017-07-10,JPY,0.011290
2017-07-10,MYR,0.300000
2017-07-10,MXN,0.071670
2017-07-10,NZD,0.937100
2017-07-10,NOK,0.154600
2017-07-10,PEN,0.395900
2017-07-10,RUB,0.021390
2017-07-10,SAR,0.343700
2017-07-10,SGD,0.930500
2017-07-10,ZAR,0.095860
2017-07-10,KRW,0.001121
2017-07-10,SEK,0.152700
2017-07-10,CHF,1.334000
2017-07-10,TWD,0.042180
2017-07-10,THB,0.037760
2017-07-10,TRY,0.357000
2017-07-10,GBP,1.659800
2017-07-10,USD,1.288800
2017-07-10,VND,0.000057
2017-07-11,AUD,0.984500
2017-07-11,BRL,0.397200
2017-07-11,CNY,0.189900
2017-07-11,EUR,1.477400
2017-07-11,HKD,0.165391
2017-07-11,INR,0.020020
2017-07-11,IDR,0.000096
2017-07-11,JPY,0.011320
2017-07-11,MYR,0.300600
2017-07-11,MXN,0.071970
2017-07-11,NZD,0.933100
2017-07-11,NOK,0.155300
2017-07-11,PEN,0.396900
2017-07-11,RUB,0.021250
2017-07-11,SAR,0.344500
2017-07-11,SGD,0.933900
2017-07-11,ZAR,0.095260
2017-07-11,KRW,0.001123
2017-07-11,SEK,0.153300
2017-07-11,CHF,1.337100
2017-07-11,TWD,0.042300
2017-07-11,THB,0.037890
2017-07-11,TRY,0.356600
2017-07-11,GBP,1.661000
2017-07-11,USD,1.292000
2017-07-11,VND,0.000057
2017-07-12,AUD,0.981600
2017-07-12,BRL,0.397200
2017-07-12,CNY,0.188500
2017-07-12,EUR,1.461300
2017-07-12,HKD,0.163792
2017-07-12,INR,0.019840
2017-07-12,IDR,0.000096
2017-07-12,JPY,0.011300
2017-07-12,MYR,0.298000
2017-07-12,MXN,0.071930
2017-07-12,NZD,0.928800
2017-07-12,NOK,0.154600
2017-07-12,PEN,0.393400
2017-07-12,RUB,0.021290
2017-07-12,SAR,0.341200
2017-07-12,SGD,0.928400
2017-07-12,ZAR,0.096370
2017-07-12,KRW,0.001122
2017-07-12,SEK,0.152000
2017-07-12,CHF,1.326800
2017-07-12,TWD,0.042110
2017-07-12,THB,0.037660
2017-07-12,TRY,0.357900
2017-07-12,GBP,1.648700
2017-07-12,USD,1.279400
2017-07-12,VND,0.000056
2017-07-13,AUD,0.984600
2017-07-13,BRL,0.396900
2017-07-13,CNY,0.187900
2017-07-13,EUR,1.452900
2017-07-13,HKD,0.163196
2017-07-13,INR,0.019770
2017-07-13,IDR,0.000095
2017-07-13,JPY,0.011250
2017-07-13,MYR,0.296900
2017-07-13,MXN,0.071820
2017-07-13,NZD,0.932800
2017-07-13,NOK,0.154200
2017-07-13,PEN,0.392200
2017-07-13,RUB,0.021270
2017-07-13,SAR,0.339800
2017-07-13,SGD,0.925700
2017-07-13,ZAR,0.096320
2017-07-13,KRW,0.001120
2017-07-13,SEK,0.152400
2017-07-13,CHF,1.317800
2017-07-13,TWD,0.041970
2017-07-13,THB,0.037530
2017-07-13,TRY,0.357000
2017-07-13,GBP,1.648200
2017-07-13,USD,1.274300
2017-07-13,VND,0.000056
2017-07-14,AUD,0.990000
2017-07-14,BRL,0.397500
2017-07-14,CNY,0.187000
2017-07-14,EUR,1.451500
2017-07-14,HKD,0.162310
2017-07-14,INR,0.019680
2017-07-14,IDR,0.000095
2017-07-14,JPY,0.011260
2017-07-14,MYR,0.295200
2017-07-14,MXN,0.072130
2017-07-14,NZD,0.929800
2017-07-14,NOK,0.154500
2017-07-14,PEN,0.390500
2017-07-14,RUB,0.021410
2017-07-14,SAR,0.337900
2017-07-14,SGD,0.923800
2017-07-14,ZAR,0.097170
2017-07-14,KRW,0.001122
2017-07-14,SEK,0.152200
2017-07-14,CHF,1.313400
2017-07-14,TWD,0.041840
2017-07-14,THB,0.037510
2017-07-14,TRY,0.358200
2017-07-14,GBP,1.655300
2017-07-14,USD,1.267200
2017-07-14,VND,0.000056
2017-07-17,AUD,0.990000
2017-07-17,BRL,0.398200
2017-07-17,CNY,0.187100
2017-07-17,EUR,1.453500
2017-07-17,HKD,0.162335
2017-07-17,INR,0.019690
2017-07-17,IDR,0.000095
2017-07-17,JPY,0.011250
2017-07-17,MYR,0.295500
2017-07-17,MXN,0.072040
2017-07-17,NZD,0.928400
2017-07-17,NOK,0.155400
2017-07-17,PEN,0.389700
2017-07-17,RUB,0.021360
2017-07-17,SAR,0.337800
2017-07-17,SGD,0.925500
2017-07-17,ZAR,0.097950
2017-07-17,KRW,0.001123
2017-07-17,SEK,0.152500
2017-07-17,CHF,1.317000
2017-07-17,TWD,0.041690
2017-07-17,THB,0.037670
2017-07-17,TRY,0.358700
2017-07-17,GBP,1.654800
2017-07-17,USD,1.266900
2017-07-17,VND,0.000056
2017-07-18,AUD,1.000500
2017-07-18,BRL,0.399200
2017-07-18,CNY,0.187200
2017-07-18,EUR,1.460600
2017-07-18,HKD,0.161801
2017-07-18,INR,0.019630
2017-07-18,IDR,0.000095
2017-07-18,JPY,0.011280
2017-07-18,MYR,0.294700
2017-07-18,MXN,0.072130
2017-07-18,NZD,0.929100
2017-07-18,NOK,0.156500
2017-07-18,PEN,0.389200
2017-07-18,RUB,0.021340
2017-07-18,SAR,0.336700
2017-07-18,SGD,0.924200
2017-07-18,ZAR,0.097710
2017-07-18,KRW,0.001123
2017-07-18,SEK,0.152500
2017-07-18,CHF,1.324000
2017-07-18,TWD,0.041610
2017-07-18,THB,0.037600
2017-07-18,TRY,0.358200
2017-07-18,GBP,1.645900
2017-07-18,USD,1.262800
2017-07-18,VND,0.000056
2017-07-19,AUD,1.001000
2017-07-19,BRL,0.399500
2017-07-19,CNY,0.186500
2017-07-19,EUR,1.451200
2017-07-19,HKD,0.161304
2017-07-19,INR,0.019590
2017-07-19,IDR,0.000095
2017-07-19,JPY,0.011270
2017-07-19,MYR,0.293800
2017-07-19,MXN,0.071970
2017-07-19,NZD,0.927200
2017-07-19,NOK,0.156200
2017-07-19,PEN,0.388500
2017-07-19,RUB,0.021340
2017-07-19,SAR,0.335900
2017-07-19,SGD,0.920600
2017-07-19,ZAR,0.097450
2017-07-19,KRW,0.001121
2017-07-19,SEK,0.152000
2017-07-19,CHF,1.319400
2017-07-19,TWD,0.041460
2017-07-19,THB,0.037490
2017-07-19,TRY,0.357600
2017-07-19,GBP,1.641100
2017-07-19,USD,1.259500
2017-07-19,VND,0.000055
2017-07-20,AUD,1.000400
2017-07-20,BRL,0.401100
2017-07-20,CNY,0.186100
2017-07-20,EUR,1.460400
2017-07-20,HKD,0.161136
2017-07-20,INR,0.019550
2017-07-20,IDR,0.000094
2017-07-20,JPY,0.011240
2017-07-20,MYR,0.293300
2017-07-20,MXN,0.071800
2017-07-20,NZD,0.929900
2017-07-20,NOK,0.156400
2017-07-20,PEN,0.388300
2017-07-20,RUB,0.021340
2017-07-20,SAR,0.335600
2017-07-20,SGD,0.920700
2017-07-20,ZAR,0.096820
2017-07-20,KRW,0.001121
2017-07-20,SEK,0.152500
2017-07-20,CHF,1.320300
2017-07-20,TWD,0.041400
2017-07-20,THB,0.037470
2017-07-20,TRY,0.356800
2017-07-20,GBP,1.632500
2017-07-20,USD,1.258500
2017-07-20,VND,0.000055
2017-07-21,AUD,0.993500
2017-07-21,BRL,0.401200
2017-07-21,CNY,0.185400
2017-07-21,EUR,1.463200
2017-07-21,HKD,0.160705
2017-07-21,INR,0.019490
2017-07-21,IDR,0.000094
2017-07-21,JPY,0.011290
2017-07-21,MYR,0.293000
2017-07-21,MXN,0.071420
2017-07-21,NZD,0.934000
2017-07-21,NOK,0.156400
2017-07-21,PEN,0.386600
2017-07-21,RUB,0.021220
2017-07-21,SAR,0.334600
2017-07-21,SGD,0.921100
2017-07-21,ZAR,0.097110
2017-07-21,KRW,0.001122
2017-07-21,SEK,0.152200
2017-07-21,CHF,1.325700
2017-07-21,TWD,0.041260
2017-07-21,THB,0.037510
2017-07-21,TRY,0.355000
2017-07-21,GBP,1.629800
2017-07-21,USD,1.254900
2017-07-21,VND,0.000055
2017-07-24,AUD,0.992400
2017-07-24,BRL,0.397600
2017-07-24,CNY,0.185300
2017-07-24,EUR,1.456500
2017-07-24,HKD,0.160268
2017-07-24,INR,0.019430
2017-07-24,IDR,0.000094
2017-07-24,JPY,0.011270
2017-07-24,MYR,0.292500
2017-07-24,MXN,0.070750
2017-07-24,NZD,0.930000
2017-07-24,NOK,0.156100
2017-07-24,PEN,0.385300
2017-07-24,RUB,0.020840
2017-07-24,SAR,0.333600
2017-07-24,SGD,0.918800
2017-07-24,ZAR,0.096470
2017-07-24,KRW,0.001122
2017-07-24,SEK,0.152100
2017-07-24,CHF,1.322400
2017-07-24,TWD,0.041270
2017-07-24,THB,0.037450
2017-07-24,TRY,0.351800
2017-07-24,GBP,1.630300
2017-07-24,USD,1.251200
2017-07-24,VND,0.000055
2017-07-25,AUD,0.994200
2017-07-25,BRL,0.395900
2017-07-25,CNY,0.185300
2017-07-25,EUR,1.459200
2017-07-25,HKD,0.160177
2017-07-25,INR,0.019430
2017-07-25,IDR,0.000094
2017-07-25,JPY,0.011210
2017-07-25,MYR,0.292100
2017-07-25,MXN,0.070470
2017-07-25,NZD,0.928900
2017-07-25,NOK,0.156900
2017-07-25,PEN,0.385100
2017-07-25,RUB,0.020850
2017-07-25,SAR,0.333500
2017-07-25,SGD,0.919000
2017-07-25,ZAR,0.095930
2017-07-25,KRW,0.001119
2017-07-25,SEK,0.152600
2017-07-25,CHF,1.317900
2017-07-25,TWD,0.041230
2017-07-25,THB,0.037380
2017-07-25,TRY,0.350900
2017-07-25,GBP,1.631900
2017-07-25,USD,1.250700
2017-07-25,VND,0.000055
2017-07-26,AUD,0.992200
2017-07-26,BRL,0.395700
2017-07-26,CNY,0.185100
2017-07-26,EUR,1.457200
2017-07-26,HKD,0.160084
2017-07-26,INR,0.019430
2017-07-26,IDR,0.000094
2017-07-26,JPY,0.011180
2017-07-26,MYR,0.291900
2017-07-26,MXN,0.070530
2017-07-26,NZD,0.931400
2017-07-26,NOK,0.157100
2017-07-26,PEN,0.385000
2017-07-26,RUB,0.020940
2017-07-26,SAR,0.333400
2017-07-26,SGD,0.919300
2017-07-26,ZAR,0.096110
2017-07-26,KRW,0.001119
2017-07-26,SEK,0.152200
2017-07-26,CHF,1.306800
2017-07-26,TWD,0.041270
2017-07-26,THB,0.037360
2017-07-26,TRY,0.352300
2017-07-26,GBP,1.633100
2017-07-26,USD,1.250500
2017-07-26,VND,0.000055
2017-07-27,AUD,0.998700
2017-07-27,BRL,0.397100
2017-07-27,CNY,0.185700
2017-07-27,EUR,1.462100
2017-07-27,HKD,0.160318
2017-07-27,INR,0.019520
2017-07-27,IDR,0.000094
2017-07-27,JPY,0.011240
2017-07-27,MYR,0.292700
2017-07-27,MXN,0.070820
2017-07-27,NZD,0.938800
2017-07-27,NOK,0.157500
2017-07-27,PEN,0.385600
2017-07-27,RUB,0.021050
2017-07-27,SAR,0.333800
2017-07-27,SGD,0.921100
2017-07-27,ZAR,0.096280
2017-07-27,KRW,0.001122
2017-07-27,SEK,0.152400
2017-07-27,CHF,1.299800
2017-07-27,TWD,0.041450
2017-07-27,THB,0.037560
2017-07-27,TRY,0.354200
2017-07-27,GBP,1.639200
2017-07-27,USD,1.252000
2017-07-27,VND,0.000055
2017-07-28,AUD,0.993900
2017-07-28,BRL,0.395900
2017-07-28,CNY,0.184700
2017-07-28,EUR,1.461900
2017-07-28,HKD,0.159373
2017-07-28,INR,0.019410
2017-07-28,IDR,0.000093
2017-07-28,JPY,0.011230
2017-07-28,MYR,0.290700
2017-07-28,MXN,0.070080
2017-07-28,NZD,0.933700
2017-07-28,NOK,0.157100
2017-07-28,PEN,0.383600
2017-07-28,RUB,0.020910
2017-07-28,SAR,0.331900
2017-07-28,SGD,0.916900
2017-07-28,ZAR,0.095620
2017-07-28,KRW,0.001108
2017-07-28,SEK,0.153200
2017-07-28,CHF,1.284700
2017-07-28,TWD,0.041120
2017-07-28,THB,0.037300
2017-07-28,TRY,0.352600
2017-07-28,GBP,1.632800
2017-07-28,USD,1.244700
2017-07-28,VND,0.000055
2017-07-31,AUD,0.996400
2017-07-31,BRL,0.399200
2017-07-31,CNY,0.185600
2017-07-31,EUR,1.471900
2017-07-31,HKD,0.159844
2017-07-31,INR,0.019450
2017-07-31,IDR,0.000094
2017-07-31,JPY,0.011310
2017-07-31,MYR,0.291600
2017-07-31,MXN,0.070010
2017-07-31,NZD,0.935400
2017-07-31,NOK,0.157900
2017-07-31,PEN,0.385100
2017-07-31,RUB,0.020790
2017-07-31,SAR,0.332900
2017-07-31,SGD,0.920400
2017-07-31,ZAR,0.094630
2017-07-31,KRW,0.001113
2017-07-31,SEK,0.154100
2017-07-31,CHF,1.290600
2017-07-31,TWD,0.041300
2017-07-31,THB,0.037500
2017-07-31,TRY,0.354300
2017-07-31,GBP,1.643800
2017-07-31,USD,1.248500
2017-07-31,VND,0.000055
2017-08-01,AUD,0.998100
2017-08-01,BRL,0.401500
2017-08-01,CNY,0.186300
2017-08-01,EUR,1.477900
2017-08-01,HKD,0.160175
2017-08-01,INR,0.019530
2017-08-01,IDR,0.000094
2017-08-01,JPY,0.011350
2017-08-01,MYR,0.292000
2017-08-01,MXN,0.070250
2017-08-01,NZD,0.935600
2017-08-01,NOK,0.158200
2017-08-01,PEN,0.386300
2017-08-01,RUB,0.020790
2017-08-01,SAR,0.333700
2017-08-01,SGD,0.921800
2017-08-01,ZAR,0.094490
2017-08-01,KRW,0.001116
2017-08-01,SEK,0.154500
2017-08-01,CHF,1.296400
2017-08-01,TWD,0.041360
2017-08-01,THB,0.037610
2017-08-01,TRY,0.355300
2017-08-01,GBP,1.653900
2017-08-01,USD,1.251400
2017-08-01,VND,0.000055
2017-08-02,AUD,1.001400
2017-08-02,BRL,0.402200
2017-08-02,CNY,0.186800
2017-08-02,EUR,1.489000
2017-08-02,HKD,0.160678
2017-08-02,INR,0.019730
2017-08-02,IDR,0.000094
2017-08-02,JPY,0.011360
2017-08-02,MYR,0.293100
2017-08-02,MXN,0.070290
2017-08-02,NZD,0.934000
2017-08-02,NOK,0.159300
2017-08-02,PEN,0.387600
2017-08-02,RUB,0.020730
2017-08-02,SAR,0.334900
2017-08-02,SGD,0.924600
2017-08-02,ZAR,0.094880
2017-08-02,KRW,0.001119
2017-08-02,SEK,0.155100
2017-08-02,CHF,1.296000
2017-08-02,TWD,0.041540
2017-08-02,THB,0.037760
2017-08-02,TRY,0.355600
2017-08-02,GBP,1.661900
2017-08-02,USD,1.256000
2017-08-02,VND,0.000055
2017-08-03,AUD,0.999100
2017-08-03,BRL,0.403300
2017-08-03,CNY,0.187200
2017-08-03,EUR,1.492800
2017-08-03,HKD,0.160882
2017-08-03,INR,0.019750
2017-08-03,IDR,0.000094
2017-08-03,JPY,0.011410
2017-08-03,MYR,0.294000
2017-08-03,MXN,0.070420
2017-08-03,NZD,0.934700
2017-08-03,NOK,0.159200
2017-08-03,PEN,0.388400
2017-08-03,RUB,0.020890
2017-08-03,SAR,0.335400
2017-08-03,SGD,0.925300
2017-08-03,ZAR,0.094070
2017-08-03,KRW,0.001115
2017-08-03,SEK,0.155300
2017-08-03,CHF,1.297600
2017-08-03,TWD,0.041620
2017-08-03,THB,0.037820
2017-08-03,TRY,0.355600
2017-08-03,GBP,1.651900
2017-08-03,USD,1.257800
2017-08-03,VND,0.000055
2017-08-04,AUD,1.001500
2017-08-04,BRL,0.404900
2017-08-04,CNY,0.187900
2017-08-04,EUR,1.488600
2017-08-04,HKD,0.161633
2017-08-04,INR,0.019850
2017-08-04,IDR,0.000095
2017-08-04,JPY,0.011410
2017-08-04,MYR,0.295400
2017-08-04,MXN,0.070730
2017-08-04,NZD,0.937200
2017-08-04,NOK,0.159100
2017-08-04,PEN,0.389800
2017-08-04,RUB,0.021060
2017-08-04,SAR,0.337000
